"","1","2","3","4","5","6","7","8","9","10","11","12","13"
"11",2.00408253885683,1.9986581717586,2.00820636094818,2.00539591367246,2.01004229286121,1.99713452828939,2.00231141850089,2.00029972884872,2.00959962465457,2.0008100452897,2.01180578297074,2.00159524288875,2.01077832239419
"21",2.00116596463419,1.99709965300297,2.00777301405589,2.00477786128813,2.00821611927682,1.99506497775546,1.99974160061137,1.99848270218505,2.01000972947953,2.0015396896388,2.01044017569082,1.99991732656075,2.00784174159632
"31",2.00177373874879,1.99570632402085,2.00662383234203,2.00527082697773,2.00630348513066,1.99276621271187,2.0002621740174,1.99836500774066,2.00800240223115,2.00019139626094,2.00833698719457,1.9982101309276,2.00982276350974
"41",2.01089411745625,2.0051559472343,2.01524845401595,2.01313849754572,2.01369329273055,2.00205985631199,2.01003552379244,2.00842629583111,2.01741853224084,2.00906080757634,2.02036919251956,2.00787197539317,2.01807538559622
"51",2.00416026364491,2.00610489563064,2.01329997541628,2.0107751918019,2.01227980888931,2.00076630580791,2.01022115088987,2.00631337734123,2.01292535120989,2.00643694511536,2.01789465808232,2.00667629318436,2.01422805913457
"61",2.00856278313614,2.00525469062349,2.01416582715047,2.01057932916663,2.01209274820067,2.00090962127522,2.00937109200599,2.00419367048388,2.01671918589529,2.00684536266924,2.0162730424146,2.00558532421231,2.01521813949702
"71",2.00970100548152,2.00997667256528,2.01773943462787,2.01433562977898,2.01637239013737,2.00411691821851,2.01205323184161,2.00908945319601,2.01887341681948,2.01109236065606,2.02064872879481,2.00979583452065,2.01828176801218
"12",2.00648589590806,1.99964432741978,2.00991956205731,2.00799818073804,2.00931054096383,1.99950740774057,2.003678526648,2.00383429554527,2.01303893003881,2.00357503651507,2.01242659520424,2.00422246170005,2.01003843288835
"22",2.00883317928897,2.00425508839044,2.01480952120942,2.01248426997458,2.01226139945669,2.00289178734836,2.00769333493783,2.00768634084509,2.01840037002841,2.00897684381547,2.01571071116185,2.00604005187034,2.01623256520218
"32",1.99954014650015,1.99344353798086,2.00499556205775,2.00347647076235,2.00252657558631,1.99206465561137,1.9979945074409,1.99796899261392,2.00734527332633,1.99775561504601,2.00641042629893,1.99720816071599,2.00659394133696
"42",2.01166373457324,2.00767995220209,2.01567781806666,2.01289868674976,2.01371203506274,2.00589440887332,2.0106745120493,2.01105601141498,2.01923938173761,2.01003819154026,2.02000105349416,2.00956207206919,2.01716303989155
"52",2.00658064801443,2.00525132224712,2.01352582708071,2.01048624615305,2.01108916256792,2.00159776076553,2.00974295764136,2.00771571450004,2.0169373444085,2.00831949136258,2.01731031407493,2.00626583283747,2.01465145282449
