"","1","2","3","4","5","6","7","8","9","10","11","12","13"
"11",2.40734185774356,2.56364700924689,2.37592482615519,2.44256472136946,2.4138852296297,2.59616977693061,2.56685912188947,2.65725687773563,2.3681990278501,2.54307986264996,2.45054624428374,2.39967606097706,2.36870310879673
"21",2.53882538794238,2.63478816516913,2.35963016064328,2.42926459421148,2.32893619438399,2.63068193647562,2.5551311725175,2.72256817033379,2.41727908571307,2.48142861950771,2.40463960604854,2.4606934136855,2.29366896858014
"31",2.37299130113477,2.59596778929625,2.38846457819067,2.30995229000046,2.27367692497543,2.54956190064652,2.43724185481029,2.57715463484001,2.32292558268408,2.53611908372931,2.38554580163591,2.45247013372434,2.32194963242287
"41",2.43166636354309,2.56514575567693,2.56432617807641,2.41094874035245,2.49270876815657,2.48134305903111,2.48312291484868,2.48684327381433,2.54453164051586,2.48153678936744,2.61955409471923,2.42986254797476,2.63229087171914
"51",2.53286916083099,2.57431805335332,2.52782073623477,2.52040265096801,2.54970385832891,2.66578330872681,2.57793962267523,2.627143921734,2.48976479457076,2.58756817873258,2.53205062498489,2.53133119323704,2.50652420836607
"61",2.40415043270853,2.50889455036711,2.54124772344884,2.41886471198601,2.5518714825062,2.4597571106091,2.36759953257069,2.42216891757288,2.60096884888026,2.46811033483268,2.56000977591323,2.47143075989471,2.56628329932641
"71",2.26760946016772,2.28311667101464,2.45497549091731,2.31995906510345,2.41760734971402,2.28084867925089,2.24886741490634,2.2730230140898,2.46888162219386,2.32901508921339,2.50310763840236,2.33274695769723,2.48456455993699
"12",2.359982613687,2.59642597790941,2.41571242652829,2.42663168179367,2.37172842190207,2.55099101288306,2.6364326223056,2.6411728675393,2.41272531531052,2.59456216725032,2.50629494576489,2.50700653137186,2.38674916544233
"22",2.51708468021895,2.54238824548568,2.7492631337499,2.5703313390365,2.5725294311779,2.49070893604136,2.46480956163585,2.55135128426126,2.87005562290478,2.56706259408777,2.65291254399854,2.56675743328016,2.68006586577189
"32",2.36760572285367,2.53478090535075,2.41440058885975,2.36379958020826,2.36457639929056,2.50753963785542,2.50882188605981,2.56829154569568,2.35752931948803,2.53599787679214,2.48280657291189,2.44645888624371,2.4392834993487
"42",2.41787979260813,2.52100981417111,2.51197554019757,2.48053920969628,2.54742796969223,2.5062047561308,2.55142081181154,2.52146157226577,2.55528905169082,2.50991320420137,2.66519893089054,2.42819345358821,2.59157249230357
"52",2.41467377801487,2.59025920242079,2.59371867457271,2.40903852652192,2.48873289333315,2.53811325777195,2.50130220690454,2.49022074055686,2.48601754288105,2.53274529913295,2.55324452650679,2.49803402039949,2.5203396851787
"62",2.41900795760628,2.4867990848275,2.63176233838319,2.42949199869085,2.52972438300727,2.39311216014733,2.39837540456293,2.40432724294959,2.67766380589801,2.46976055900297,2.63826215508925,2.41061780913033,2.6186746039336
"72",2.25627845604959,2.28275481056519,2.57011698986524,2.33718786718672,2.4156755635125,2.24188855549701,2.26239433049287,2.25422741580173,2.70992122914584,2.32476036615261,2.58978826927011,2.33509777722131,2.47340787151075
"13",2.43631324977781,2.50346974524141,2.32290029751544,2.46116753989706,2.30854593270882,2.65226518007707,2.59959842401124,2.6437497112822,2.33553625099678,2.40348686087158,2.33536281440896,2.49284635002156,2.20671590862798
"23",2.43562531342766,2.5697744236817,2.28389964084805,2.51151982369344,2.36592618690496,2.72246873989707,2.64068253690507,2.76689113701072,2.31280553165195,2.51938221138339,2.34681953174059,2.56982525853518,2.28869984222915
"33",2.36985659442003,2.71860453168253,2.3491592972396,2.40747305099954,2.41723180702538,2.71833094665436,2.65117478927828,2.67535369698207,2.3143039241167,2.55752691013439,2.36275293286774,2.52588349006844,2.31043612858926
"43",2.42504709469167,2.59339574387213,2.48605528446032,2.49193551537117,2.43742477040053,2.58638195651993,2.56014901066762,2.56535535122375,2.51096615111229,2.46943411842734,2.43102127796647,2.50859719120208,2.40997816421257
"53",2.53173300287901,2.70693455898508,2.52190973671324,2.59621838149083,2.55631142414545,2.78433537892238,2.69334651520994,2.66149552488185,2.53056974949567,2.61323220737323,2.51682538766064,2.67122910809059,2.47379127988357
"63",2.45659478222362,2.57026394651354,2.52213766357649,2.45378827709022,2.50396845022727,2.56932647535253,2.51667815968805,2.57040331003881,2.65266019250995,2.52684233886484,2.48076058946681,2.50233484529422,2.47548735710492
"73",2.29021754654894,2.39256116371218,2.39877329272739,2.38412588530841,2.34988086850661,2.33711622253906,2.31004050951974,2.4426358791261,2.53056005595168,2.28964749062711,2.410987819032,2.36417656792703,2.36800774254864
"14",2.31920221776971,2.3908777117783,2.33889627317691,2.39065557924933,2.25679365465276,2.53103552901745,2.55757536422769,2.64284676422152,2.52812409593159,2.48445221239556,2.3160296995413,2.41345120717013,2.22147147902564
"24",2.36759630871729,2.37746306456142,2.33487344191451,2.38706934137442,2.237244952667,2.47032512367901,2.52649722959942,2.52799587345929,2.46321343300879,2.32249513064261,2.32944489817945,2.37532473797401,2.24055923590373
