"","1","2","3","4","5","6","7","8","9","10","11","12","13"
"33",1.56766878769233,1.56183275051566,1.56815273555478,1.56652345794563,1.56407224990446,1.56035323246373,1.56569980248651,1.56401785576849,1.56990462869957,1.56668493899938,1.5671698718547,1.56369979118881,1.56897151453494
"43",1.57288476397691,1.56685749944295,1.57261618564161,1.57049609378716,1.56887471822207,1.56571016868211,1.57040111992908,1.57038170944139,1.57461140200974,1.57140705405217,1.57420459303713,1.56921149771946,1.57414325460631
"53",1.57031668175347,1.56782734956423,1.5717140230941,1.57099768789851,1.57003264746302,1.56637312747427,1.57129438423487,1.57052744336424,1.57592904548123,1.57222451355059,1.57520052688248,1.57012913804187,1.57540154072288
"63",1.56751293422637,1.56612342329567,1.56945144113468,1.56612487981506,1.56684713531695,1.56340404241539,1.56785835414185,1.5677234452807,1.57360053716106,1.56906339559246,1.57144004654158,1.56700120233673,1.57189956882265
"73",1.57074732827023,1.56968609578547,1.57207009657938,1.56954581577399,1.56963054615403,1.56570025061052,1.57114182710229,1.57141088952079,1.57535004585751,1.57147195605555,1.57397611110554,1.56952758269371,1.57500764760114
"14",1.57382130518712,1.56732146590153,1.57307808351326,1.57235570470916,1.57230106973905,1.5676623355882,1.57278646263386,1.57036236240861,1.57659880756604,1.57158650471108,1.57566596183393,1.57144876072383,1.57270953254941
"24",1.57236059317113,1.56893638211527,1.57252372338976,1.57277862672566,1.57185955600181,1.56662888362972,1.57259391709003,1.57141457807351,1.57746622121813,1.57338185708305,1.57571223984338,1.57175391953676,1.57437481892769
"34",1.56777445587783,1.56181880987278,1.56560637452939,1.56627987839483,1.56508491046784,1.56070282663973,1.56610033532329,1.56455174152637,1.57153604332102,1.56630783062532,1.56952625534523,1.56397964106559,1.56824883410286
"44",1.57592801642007,1.57003680315559,1.57341090863934,1.57413109687366,1.57198792302537,1.56955106448754,1.57440876523938,1.57384957867009,1.57917961277904,1.57657544256816,1.57869308266203,1.57252767168924,1.57616605477155
"54",1.57178272885007,1.56920717848011,1.57190321567922,1.57227449158686,1.5720731725559,1.56771841965253,1.57360903971408,1.57246483684375,1.578857887965,1.57527107502121,1.5783049255481,1.57156885269345,1.57608771178644
"64",1.56785299679561,1.56459604693241,1.56780357020972,1.56629945028052,1.56769853811814,1.56291988722403,1.56786286749554,1.56717487622716,1.57367163816855,1.57071200024188,1.57274398094915,1.5662370572354,1.57123181531127
"74",1.57156838585977,1.57064472942717,1.57321373686219,1.5719694283573,1.57281541657622,1.5663041019588,1.57366167015146,1.57235116792384,1.57876762113174,1.57485296387298,1.57774934170585,1.57128055620965,1.57471359484099
